Rxn name	Formula	Gene-reaction association	LB	UB	Objective
00732	s_1399[c] + s_1475[c]  -> C05125_c[c] + s_0456[c] 	((ILV2_KLMA_30105) or (ILV6_KLMA_30148) or (PDC1_KLMA_60075))	 -0.00	1000.00	  0.00
01126	s_1401[m] + s_1477[m]  -> C05125_m[m] + s_0460[m] 	((PDB1_KLMA_20278) and (PDA1_KLMA_20172))	 -0.00	1000.00	  0.00
00156	s_0394[c] + s_1360[c]  -> s_0434[c] + s_1399[c] 	(CDC19_KLMA_60219)	 -0.00	1000.00	  0.00
00842	s_0362[c] + s_0434[c] + s_0529[c]  -> s_0373[c] + s_0423[c] + s_0633[c] 	((ACS1_KLMA_30602) or (ACS2_KLMA_50533))	 -0.00	1000.00	  0.00
00086	s_0434[c] + s_1271[c]  -> s_0394[c] + s_0456[c] + s_1360[c] 	(PCK1_KLMA_30719)	 -0.00	1000.00	  0.00
00764	s_0188[c]  <=> s_0803[c] + s_1360[c] 	(ENO1_KLMA_10462)	-1000.00	1000.00	  0.00
00443	s_0359[c] + s_0803[c] + s_1198[c]  <=> s_0362[c] + s_0794[c] + s_1203[c] 	((ALD2_KLMA_20673) or (ALD4_KLMA_50012) or (ALD5_KLMA_40404) or (ALD6_KLMA_10742) or (aldA_KLMA_20672))	-1000.00	1000.00	  0.00
00441	s_0361[m] + s_0807[m] + s_1200[m]  <=> s_0365[m] + s_0799[m] + s_1205[m] 	((ALD2_KLMA_20673) or (ALD4_KLMA_50012) or (ALD5_KLMA_40404) or (ALD6_KLMA_10742) or (aldA_KLMA_20672))	-1000.00	1000.00	  0.00
00450	s_0359[c] + s_0803[c] + s_1207[c]  <=> s_0362[c] + s_0794[c] + s_1212[c] 	((ALD2_KLMA_20673) or (ALD4_KLMA_50012) or (ALD5_KLMA_40404) or (ALD6_KLMA_10742) or (aldA_KLMA_20672))	-1000.00	1000.00	  0.00
00447	s_0361[m] + s_0807[m] + s_1210[m]  <=> s_0365[m] + s_0799[m] + s_1214[m] 	((ALD2_KLMA_20673) or (ALD4_KLMA_50012) or (ALD5_KLMA_40404) or (ALD6_KLMA_10742) or (aldA_KLMA_20672))	-1000.00	1000.00	  0.00
00236	s_0359[c] + s_0794[c] + s_1212[c]  <=> s_0680[c] + s_1207[c] 	((ADH1_KLMA_40102) or (ADH2_KLMA_40220) or (ADH3_KLMA_80306) or (ADH4_KLMA_20158) or (ADH6_KLMA_80339) or (GRE2_KLMA_60425))	-1000.00	1000.00	  0.00
00235	s_0361[m] + s_0799[m] + s_1214[m]  <=> s_0682[m] + s_1210[m] 	((ADH1_KLMA_40102) or (ADH2_KLMA_40220) or (ADH3_KLMA_80306) or (ADH4_KLMA_20158) or (ADH6_KLMA_80339) or (GRE2_KLMA_60425))	-1000.00	1000.00	  0.00
00116	s_0359[c] + s_0794[c] + s_1203[c]  <=> s_0680[c] + s_1198[c] 	((ADH1_KLMA_40102) or (ADH2_KLMA_40220) or (ADH3_KLMA_80306) or (ADH4_KLMA_20158) or (ADH4a_KLMA_20005) or (SFA1_KLMA_50315) or (adh_KLMA_40624))	-1000.00	1000.00	  0.00
00117	s_0361[m] + s_0799[m] + s_1205[m]  <=> s_0682[m] + s_1200[m] 	((ADH1_KLMA_40102) or (ADH2_KLMA_40220) or (ADH3_KLMA_80306) or (ADH4_KLMA_20158) or (ADH4a_KLMA_20005) or (SFA1_KLMA_50315) or (adh_KLMA_40624))	-1000.00	1000.00	  0.00
00728	C05125_c[c]  -> s_0359[c] + s_1475[c] 	(PDC1_KLMA_60075)	 -0.00	1000.00	  0.00
01307	s_0567[c]  -> C00668_c[c] 	(PGM3_KLMA_80051)	 -0.00	1000.00	  0.00
01251	C00118_c[c]  <=> s_0629[c] 	(TPI1_KLMA_40125)	-1000.00	1000.00	  0.00
01635	C00118_c[c] + s_1198[c] + s_1322[c]  <=> s_0075[c] + s_0794[c] + s_1203[c] 	((TDH1_KLMA_80059) or (TDH2_KLMA_40218) or (TDH3_KLMA_20296))	-1000.00	1000.00	  0.00
00272	C05378_c[c]  <=> C00118_c[c] + s_0629[c] 	(FBA1_KLMA_40388)	-1000.00	1000.00	  0.00
01583	s_0260[c] + s_0434[c]  <=> s_0075[c] + s_0394[c] 	(PGK_KLMA_10540)	-1000.00	1000.00	  0.00
01304	s_0188[c]  <=> s_0260[c] 	((DET1_KLMA_40124) or (GPM1_KLMA_20098) or (GPM2_KLMA_10182) or (KLMA_10305))	-1000.00	1000.00	  0.00
00828	s_0434[c] + C00221_c[c]  -> s_0394[c] + C01172_c[c] 	(GLK1_KLMA_10051)	 -0.00	1000.00	  0.00
00618	C00267_c[c]  <=> C00221_c[c] 	(GAL10_KLMA_20332)	-1000.00	1000.00	  0.00
00857	C00267_c[c] + s_0434[c]  -> s_0394[c] + C00668_c[c] 	(HXK1_KLMA_60412)	 -0.00	1000.00	  0.00
00120	s_0376[m] + C15973_m[m]  <=> C16255_m[m] + s_0532[m] 	(LAT1_KLMA_60529)	-1000.00	1000.00	  0.00
01492	C00668_c[c]  <=> C01172_c[c] 	((KLMA_30562) or (PGI1_KLMA_10763))	-1000.00	1000.00	  0.00
01842	C00668_c[c]  <=> C05345_c[c] 	(PGI1_KLMA_10763)	-1000.00	1000.00	  0.00
01103	C05125_m[m] + C15972_m[m]  -> C16255_m[m] + s_1477[m] 	((PDB1_KLMA_20278) and (PDA1_KLMA_20172))	 -0.00	1000.00	  0.00
